labels,pos_tag,text
1,OOOOOOOOOOOOOOOOOOttOOOOOvvOOOOOOOO,读《卖火柴的小女孩》这篇课文后，我的心情就像大海的波涛，久久不能平静。
1,OOOOOOOttOOOOOOOOOOOvvOOOOOOOOOOOOOO,秋风起了，有的树叶已经慢慢地落了下来，像小船儿悠悠下落，似蝴蝶翩翩起舞。
1,OOOOOOttOOOOvvOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,那时的包谷花机子是一个像葫芦的铁锅，上边还有显示里面真空压力的仪表，把它放在一个炉子上烧，基本都是用包谷核或者是柴块子做燃料。
1,ttOOOOOvvvOOOOOOOOOOOOO,小黑在院子里像侦察兵一样，这儿闻闻，那儿嗅嗅。
0,OOOOOOOOOOOOOOOO,会不会就像和他在一起，海誓山盟？
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,我们总是像许一个承诺一样说我们要做一辈子的朋友，最后怎么分开的都不知道。
1,OOOOOOOOOOtOvvvvvOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,我开始捉螃蟹了，我的手像工业生产机一样，总不停歇，不停的挖，可是螃蟹总是不露面，气得我直跺脚，不时地对石头发牢骚，再瞅一瞅大家一个个面露喜色，手上捧着一座座螃蟹山，我又羞又没面子，于是只好再弯下腰找螃蟹去了。
1,OtOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOvOOOOOOOOOOO,小花开放了，有红的，有紫色的，有粉红色的，还有的颜色是绿蓝绿蓝的，开在街道旁，开在草地上，开在树上，还有的是开田野里，一片一片的，像一幅美丽的图展现在眼前，好看极了。
1,OOOOttOOvvOOOOOOOOOOOO,望海楼的外观很像风帆，共有十二层，直入云天。
1,OOOOOOttOOOOOvvOOOOOOOOOOOOOOOOOOOOOOOO,下课铃响了，同学们像出笼的小鸟一样飞出了教室，原来寂静的校园一下子沸腾起来了。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,“远离毒品，关爱未来”，这不仅仅是一句简单的口号，更像是一口警钟。
1,ttOOvvOOOOOOOOOO,童年不像故乡，是用来让人遗忘的。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,后来这件事被媒体报道，记者问小强为什么不像其他贫困学生一样接受社会捐助去完成学业？
1,OOOOtOOOOOOOOOOOOOOOOOOOOOOOOvvOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,几年前，她高校毕业，第一次穿上纯白的护士服，圣洁的像初开的百合，她每天穿梭在轻微病痛的患者中，忙忙碌碌做着挂点滴、量体温的小事，正义事业是如此简单。
1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOttOOOOvvvvOOOOOOOOOOO,忽然眼前一亮，以前曾是一座座小青山，一块块荒废的黄土地，在改革开放的引领下，现在的一座座厂房如雨后春笋般拔地而起，宽阔笔直的柏油公路两旁，一排排茂盛的樟树像一位位清洁工人，保护着环境不受污染。
1,OOOttOOOOvvvOOOOOOOOOOOOOOOO,一对红眼睛，像两颗红宝石一样，镶在雪白的脸上，分外漂亮。
1,ttOOOOOOOOOOOvvOOOOOOO,葫芦也很引人注目，像一个小8字在和我们招手。
0,OOOOOOOOOOOOOOOOOOOOOOO,因为在生命中，他们就像孪生兄弟一样，相生相成。
0,OOOOOOOOOOOOOOOOOOOOOOO,等我长大以后，我也要像你们爱护我一样照顾你们。
1,OOOOOOOOOOOOOOOOOOOOOOOOOOOtOOOOOvvOOOOOOOOO,“叮铃铃”，下课了，同学们一窝蜂地跑出了教室，还有一些人像热锅上的蚂蚁——急得直挠头皮。
1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOttOOOOvvOOOOOOOOOOOOOOO,动到极致的却是珍珠滩，珍珠滩布满了坑洞，沿坡而下的激游在坑洞中撞击，溅起无数水花，在阳光照射下，点点水珠落下来像珍珠似的，“珍珠滩”之名由此而来。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,没办法，只好换个地方，来到一处像是人们洗衣用的石头上，又钓了起来。
1,OOOOOOOOOtOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOvOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,如今，我不再小小，我学会了许多许多，也收获了许多许多，学会了自己努力地拼搏，而不是像糖一样年黏黏地粘爸爸妈妈的身上，汲取他们给予的养分，我做不到，做不到，做不到汲取他们的养分而看着他们一天天的憔悴、苍老。
1,ttOOOOOOOOOOOOOvvO,母爱，多么像哺育我们成长的宁静港湾。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,我们终究是这个社会中的一份子，都应该像那些人一样，服务于人民服务于社会当中去。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,挫折足以燃起一个人的热情，唤醒一个人的潜力，而使他达到成功，有本领，有骨气的人，能将“失望”变成“动力”像蚌壳那样，将烦恼的沙烁化成珍珠。
1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOttOvvOOOOOOOOOO,可能你还不知道，我们家是开洗车店的，小雨雪刚停，各种各样的车子像蚂蚁一样不停地蜂拥而来。
1,OOOOOOOOtOOOOOOOOOOOOOOOOOOvvvO,大家都取笑他，说他是个小气鬼，简直一毛不拔——就像一个铁公鸡。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,时间一天天过去，阿黄也在一天天地长大，某一个礼拜天的上午，阿黄跟我像平日一样玩耍，我蹦蹦跳跳地上了楼，它就在后面，我到楼上拐进房间里，不一会儿就听见阿黄的嘶叫声，我连忙跑出来张望，发现阿黄躺在楼下的地面上。
1,OOOOOOOOOOOOOOOOOOOOOOOOOOOtOOOOvOOOOOOOO,妈妈又告诉我，它的茎是绿色的，和别的花的茎不一样，有的茎像我们的手一样细，有的粗。
1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOttOOOOOOvvvOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,瓶底，是前朝文学宋贴仕女的飘逸灵动青花瓷所散发的气息，沾染了女子嫣然的一笑，来到了平凡人不能逾越的地方情感飞舞旋转，美丽飘零散乱窑烧里隐藏着历史千年的秘密，极细腻犹如绣花针落地历史就像一轴泼墨山水画，画中有芭蕉惹骤雨的急切，也有门环惹铜绿的恒久历史，还犹如天气它的变幻莫测，哪里是我们这些平凡人所能掌握的呢？
1,OOOOOtOOOOOOOOOOOOOOOvvOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,14岁前，她对什么都漠不关心，整个人就像座冰山一样，妈妈为了让她能够学会关心别人，不在在她耳边说了多少别人关心人的故事，说别人的妈妈得到女儿的关心是如何的开心，幸福，可她还是无动于衷。
0,OOOOOOOOOOOOOOOOOO,这可真奇怪，就像别人说的水土不同吧！
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,这是他的外孙呵，就端坐在他的跟前，像多年前这个外孙没有长大时坐在他肩上的安静地坐着。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOO,凡事都要思考，就像上文艾山就没好好想想，被阿凡提给捉弄了。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,就像灰姑娘的姐姐要是心肠好一些，灰姑娘成为王妃后，她们也会成为漂亮的公主，过上无忧无虑的生活。
1,OOOttOOOOOOOvvOOOOOOOOO,此时的他们，是否就像一线阳光，照亮了一分黑暗？
1,OOOOOOOOOOOOOOOOOOOOOOOtttOOOOOvOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,先由我发球，我把球向上一抛，用球拍用力地一打，羽毛球像支离弦的箭一样，飞快地射向妈妈的阵营，妈妈还没醒过神，球就已经落到了地上。
1,OOOOOOOOOOOOOOOOtOOOvvO,出了校门，我看见对面便利店门口的人挤的像饭团。
1,ttOOOOOOOOvvOOOOOOOOOOOOOOOOOOOOOOOOO,青春，就像驶入大海的帆船，而家就是默默守候的港湾，点起了一盏最亮的指明灯。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,现在的学生们已经不像原来的学生那样爱学习，取而代之，他们现在更喜欢网络游戏了，大大小小的网吧有他们的身影。
0,OOOOOOOOOOOOOOOOO,我妈像指点江山一样，点点这点点那。
1,OOOOOOOOOOOOOOOttOOOvvOOOOOO,我们上岛的时候看见一条狗，一条毛色黑得像闪电的年轻的狗。
0,OOOOOOOOOOOOOOO,就像我跟爱迪生那真是天壤之别。
1,OOOOOOOOOOOOOOOOOOOttOOOOOOOOOvvOOOOOOOO,望右边瞧瞧，是东葛路小学的教学楼，它的体形就像一只展翅欲飞的鸽子，还是粉红色的。
0,OOOOOOOOOOOOOOOOOOOOOOO,我听后，脸像蒙上了一块红布一样，头垂得更低了。
1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOtOOOOOvvOOOOOOOOOOOOO,不管是酸甜苦辣都值得我们细细品位，但在时间的流逝中，许多的事已经被我慢慢淡忘了，可有一件事却像一个小脚丫似的深深的印在了我的心中。
1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOttOOOOOOOOOvvO,顺着一条林阴小道，我们来到了两块绿油油的草坪旁边，远远望去，这两块草坪就像两块绿色的绒毛地毯。
1,OOOOOOOOOOOOOOOOOOOOOttOOOvvOOOOOOOOOOOOOOO,老师说，这是个高智商的错误，凡事都有虚实，远景就像是往事犹若隐藏，时而清晰又时而模糊。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,用不了的悲伤，就让带刺的蔷薇把它埋葬，早深夜两点的电脑前，像织梦者一样，编织自己的心情，然后一起分享。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,在摇篮里苏醒的我，贪婪地占据着他们的疼爱，不管我再怎么哭闹，他们始终感觉像捡了一个宝。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,我大口大口喘着气，腿越来越沉，肺就像是要炸了一样难受，汗水早已浸湿了我的衣服。
0,OOOOOOOOOOOOOOOO,像孩童期待玩具般期待圆月的出现。
1,OOOOOOOOOOOOtOOOOOOOOOOOOOOOOOOOOOOOOOvvOOOOOOOOOOOOOOOOOO,记得在初中的时候，有人说我刚才还是高兴的，而瞬间就变的很忧郁，一言不发，像是天气一样，原来，很早的时候，我就这样了。
1,OOOOOOOOOOOOOOOOOOOOOttOOOOOvvOOOOOOO,早上，春雨如丝，雨丝悄悄地下着，一线暗淡的阳光透过云缝像利剑似的直射下来。
1,OOOOttOOOOOOOOOOOOOOOOOOOOOOOOOvvOOOOOOOOOOOOOOOOOOOOOOOO,我有两只豚鼠，一只叫‘左黑’，一只叫‘右黒’，如果说‘左黑’像淑女一样优雅，‘右黑’肯定是白白胖胖顽皮的小孩子了。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOO,妈妈手里的鸡毛掸子一下下落在哥哥身上，却像抽打在我心里。
0,OOOOOOOOOOOOOOOOOOOOOOOOO,爷爷和我就像真的师生一样，我念一个，他跟着说一个。
1,OOOOOOOOOOOOOOOOOtOvvOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,背上漂亮的小书包，唱着欢快的歌曲，我像小鸟一样向学校走去，鲜艳的五星红旗在操场上迎风飘扬，作为一位中国的小学生，我多么自豪啊！
1,OOOtOOOOOOOOOOOOOOOOvOOOOOOOOOOOOO,我知道你不会再回来了，像不受任何外力的小球，一旦选择离去就头也不回。
1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOttOOOOOOOOOOOOOOOOvvOOOOOOOOOO,孩子的梦想中国的未来每个人都有自己的梦想，在我的心里也有一个梦想，它像是深深地埋藏在我心底的一粒种子，不断地生根、发芽。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,或许听上去真的像口号，但谁又能否认它的做用呢，此刻的我已感到热泪盈眶，忽而想起那个“为中华之掘起而读书”的伟人，他曾是我少年时的一个梦啊！
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,现实社会中，人们最有意义的生活也应当是这样的：帮助别人，像小青石一样为大家着想，为大众服务。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,在我们的身边正是因为有像丽达这样的人在我们的身边，他们的心中没有民族之分，没有等级的限制。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,夏天到了，你按一下它，你就会觉得全身像泡在冰块里一样，非常凉爽。
1,ttOOOvvOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,青春就像是叶儿，会变绿，也会变黄，叶儿无数次飘零，眼前的仍是树，待到明年，绿色还会光临，不同的是，青春是只绿一季的叶。
1,OOOOOOttOOOOOOOOOOOOOOvvO,九月的前几天光景，是暗淡的，就像阿璞止不住的眼泪。
1,OOOOOOOOOOOOOOOOOOOOvvOOOttOOOOOOOOOOOOOOOOOOOOOOO,我又在里面认识了许多新朋友，我们一起在像皇宫一样的房子里钻来钻去，还骑了老虎、大象、马，玩过翘翘板。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,读完这本书，就像有一缕阳光照暖我的心头，告诉了我，只有这样的欢乐生命，才能融化人与人之间的冷漠。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,米黄色的小嘴紧紧地向内钩着，一双有神的小眼睛嵌在头的两侧，眼睛下还各有一撮紫色的羽毛，像是有人故意涂上去的一样，它们身披一件绿棕黄相间的大衣，蓝紫色的尾巴拖在地上，翅膀还时不时地展开，做出飞翔的样子，好玩极了！
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,我拿来一个一次性的杯子，在里面先放了两勺醋，之后又把一勺牛奶慢慢滴入了杯中，果然，当白色的牛奶融入黑色的醋时，杯里顿时出现了一些像豆腐花那样的东西。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,每天和她在一起，我们都能享受到她阳光般的关爱，时间一长，吴老师成了我们生活中不可缺的人，哪天看不到她忙碌的身影，我们就像白云失去了蓝天。
1,OOOOOOOOOOOOOOOttOOOOOOOOOOOOvvOOOvvOOOOOOOOOOOOO,一阵淡淡的桔子清香扑鼻而来，把桔瓣一个一个掰开，每一个都像月牙或者是小船，看着都流口水，真想吃呀！
1,OvvOOOOOOOOtOOOOOOOOOOOO,像鸟儿一样飞，对于我们人来说就是一种神奇的魔力。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,如果多咬几口，藕丝飘在下巴上，真像一位飘着白须的百岁老人，别有一番风趣。
1,OOOOOOOOOOOOOOOOttOOOOOOOOOOvvOOOOOOOOOOOOOOOOO,后来经过各位老师的悉心教导下我的成绩稳定了许多，就像一条小船在经过了暴风骤雨以后又变得稳定了。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,当我在辉煌的废墟上醒来，并在朗朗阳光和霏霏细雨中轮番拚命劳作的时候，果实累累欢笑的生命的秋天，却像这个美丽的季节一来到寒冷的北方地带就被精简、被挤瘪了，我收获的是一堆轻飘飘的漂亮的秕糠。
1,OOOOOOvvOOOttO,郑老师就是像阳光一样的老师。
1,OOOOOtOOvvOOOOOOOO,说它坚强，它就像大山那样，坚韧不拔。
1,OOOOOOOOOOOOtOvvOOOOOOOOOOOOOOOOOOOOOOOOOOO,我希望有一天母亲也会觉得我像春风一样守在她的身边，在寒冷时感到温暖，在无助时有所依靠。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,我想，是不是等我老了之后，也可以像他们一样，坐在时间的出口，坦然的笑对曾经的风风雨雨？
1,tOOOOvvOOOOOOOOOO,我像一只小书虫，我啃我咬我吃我嚼！
1,OOOOOOOOOOOOOOOOOOOOOOOvOOOOttOO,花瓣和棕色的花蕊都是六片，中间乳黄色的，像一根针似的便是花心了。
1,ttOOOOOOvvvOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,幸福，就像天上的小星星那样，数也数不清楚，他们在向我们眨着眼睛，等着我们去发现。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,正是有了像温总理说的那样国家只有“多难兴邦”才能有所发展、有所前途。
1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOttOOOOOvvOOOO,冬天带来的寒气遍布了每个角落，即使是无风的时候，也是干冷干冷的，人们只要站在寒风刺骨的地方，待一会你的耳朵就会变成像鸡冠那么红。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,期待着自己会长的像科比一般健壮，每天与恋爱中的她通通话，这一切让我感觉青春的颜色是绿色的，是红色的，想当然的将它作为生命的颜色。
0,OOOOOOOOOOOOOOOOOOOOOOOO,走到半路，老妈开口了，说镜子里的我像极了小时候。
1,OOttOOOOOvvvvOOOOOOOOOOOOO,我的眼睛黑黝黝，像巧克力豆一样，神采奕奕，十分好看。
1,OOOOOOOOOOOOOOOOOOtOOOOOOvvOOOOOOOOOOOOOOOOOOOOOOO,当试卷发下来时，我看了看，上面全是“√”，像一只只海鸥为我的100分而翩翩起舞，心里比喝了蜜还要甜。
1,OOOOOOtOOvvOOOOOOOO,很淡的时候，我就像玻璃一样，晶莹透明。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,一边继续与狼狗展开搏斗，像吃了颗定心丸，我一下子冷静下来，“跑？
1,OOOOOttOOOOOOOvvOOOOOOOOOOOOOOOOOOOOO,这时，网络怪盗急得像热锅上的蚂蚁，使用了他的最后武器——“熊猫烧香病毒”。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,挫折，一个令人厌恶的词，但是“阳光总在风雨后”只有挫折才会让你见到成功的光彩，拥有挫折就像拥有了一笔财富。
1,OOOOOOOOttOOOOOOOvvOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,安妮宝贝说：那些记忆像旷野里洁白的闪电，在被它击中的时候，我们心中的身体中的某一部分，发生永久的碎裂。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,小海星的表面有许多像豆子一样的东西，摸上去很粗糙，把我吓了一身冷汗。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,它的身体肥胖形状像熊，但要略小一些，尾巴短，眼睛周围、耳朵、前后肢和肩部是黑色，其余都是白色，真是黑白配！
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,因为作者正是借这个凄惨美人儿所表达自己内心所受到的凌辱和对封建社会文人没有自由所以心中悲伤，忧郁的心境．而其他的像凤姐之类人物的刻薄尖酸也正是那个年代猥亵小人的真实写照。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,我就像乘在时光机上，看着城市三年来的变迁与辉煌，比对着我记忆中它的残影。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,他们两个更加好玩，鲁杰和张轩哲他们做的动作一模一样，你探探头，我也探探头，你扭扭身，我也扭扭身，像是在跳拉丁舞，引得观众哈哈大笑。
1,OOOOOOOOOOOOOOttOOvvOOOOOOOOOOOOOOOOOO,我想答案绝对是否定的，可见，烦恼就像流水一样，随着时间的流逝在一点点地消失。
0,OOOOOOOOOOO,我在家里真像个小公主。
1,OOOttOttOttOttOttOOOOOOOOOOOOvvOOOOO,的确，工作、生活、责任、义务、亲情等都是因为“活着”才能像花儿一样绽放。
1,OOOOOOOOOOOOOOOOtOOOOOOOOvOOOOOOOOOO,越往山上走，路面就越发陡峭起来，我像拉着一车石头的马一样艰难地向山上爬。
1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOvvOOOttOOOOOO,慢慢地，我回到家，这一路是雪伴我的，是轻风伴我的，是我像小鸟一样的想象伴我回家的。
1,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOtOOvvvOOOOOOO,其实，我真的不想说那些尖利、刻薄的话，可不知为什么，一张口，这些话就像连珠炮一样射了出来。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,我想像我这样想关心公益的事的却仿佛碰了一鼻子灰的大概大有人在吧！
1,ttOOOOOvvOOOOOOOOOO,海军就像一只只海鸥在海浪上勇敢的飞翔！
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,对于我们而言，一生就是永远，不长也不短，只是在不知不觉中，时间用它独特的方法向我们证明了永远，就像外公外婆，一辈子磕磕碰碰的伴随着，谁也离不开谁。
1,OOOOOOOOOOOOOOOOOOOOOOttOOvOOOOOOOO,等到冲刺阶段，历史改变了，其他选手都累了，可世纬却像豹一般向终点冲去。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,又是一个“陪”，却把我的心灵深深地震撼了，她真的就像一个大姐姐在照护一个很小还不懂事的小妹妹。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,第三个人，浅色长袖衣服男，一直盯着小悦悦，然后像躲着走，越来越远。
0,OOOOOOOOOOOOOOOOOO,天又下起雨来，像是在告诉我春天来了。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,我慢慢地浏览，其中给我印象最深的是南京的一幅摄影，因为这幅画的作者选了一个很好的位置拍摄，拍了很多摩天大厦，拍得很清楚，使人仿佛陶醉在这繁盛的摄影中，还有一副“金色时光”，这位作者拍得是日落，作者站在山顶上，把夕阳出来时天空一片红的情景拍得动人极了，真是让我大饱眼福，接着我去了第二展厅“锦绣家园”这部分的照片是关于生态环境的照片，这部分，唯一给我留下深刻印象的照片是“太湖落叶”，作者是在一个林子里把秋叶落下来时的情景抓拍的很好，把秋叶拍得美丽动人，第三部分“幸福生活”给我印象最深的是一副叫“飞向未来”这幅画描述的是一群已经毕业的博士生在抛博士帽，我好希望以后我能像他们，圆满完成自己的学业，我尽力吧！
0,OOOOOOOOOOOOOOOOOOO,妹妹一见我，像个机灵鬼似的直朝我眨眼。
1,OOOOOOOOtOOvvOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,可客人刚走近它，它却像泥鳅似的溜开了，远远的坐在一旁，用审视的眼光看着他们，生怕他们会做出一些对我们家不利的事情似的。
1,OOOOOOOtOOOOOOvvOOOOOOOOOO,多么平常的一句话呀，但它却像甘露一样流进了我的心里。
1,tOOvvOOOOOOOOOOOOO,他不像秋雨那样，星星点点，故寻闲愁。
0,OOOOOOOOOOOOOOOOOOOOOOOOO,我真想像不出为什么在战争时，她就是那么的野蛮，狠。
1,OttOOOOOOOOOOvvvO,小嘴巴红润润的，像颗新鲜的红樱桃。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,我相信，像这样类事情发生在你或他的身边是数不胜数的，千万别说我是小题大做，因为它的的确确存在我们的生活中而且非常常见。
1,OOOtOOOOOOOOOOOOvvOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,外婆的手由于长期劳动已经粗糙的像树皮一般了，但却不失灵巧，三下五除二一个用红绳编成的络子就编成了。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,每天碌碌无为，昏昏欲睡，开始不思不想，像具被操纵的尸体提不起精神，管不了爱憎。
1,OOOOOttOOOOOOOOvOOOOOOOOOO,从那时起，附中在我心中就像一个谜，一个很难解开的谜。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,我的这两组橱是有用的：第一层黑色的，有点像古时候大户人家放银子的地方，所以我用它来放我的“珠宝”（小首饰、小卡子、项链-----）第二层是白色的，很干净，我就放一些香纸、本子什么的。
1,ttOOvOvvOOOOOOOOOOOOOOOOOOOOOOOOOOOO,红色是像火和太阳一样能给人温暖、光明和愉快，所以平时多穿这样颜色的衣服。
1,OOOOOOOOOtOOOOOOOvOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,终于，我看到了那颗星，像一朵蓝色的云浮在黑暗中，我看到了那上面有一个女孩，在夜里总是望着我的方向，那张脸旁似乎很久以前就纯在于记忆里的我明白了我生活得意义就是让她快乐。
0,OOOOOOOOOOOOOO,过了一会儿，二不像渐渐消失。
1,ttOOOOOOOOvvOOOO,做人不也正是要像落叶植物那样吗？
0,OOOOOOOOOOOOOOOOOOOO,没有像当初说要搬去分校时的反映那么激烈。
0,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,就像漫步一样，每个人都可以随心所欲地摆动那双令他们自豪的腿，以至于打头阵的我和爸爸都被挤到了中间，不过话说回来，我本也就没想过争这样的“第一”。
1,OOOOOOOOtOOOOOOOOOOOvvOOOOOOOOOO,如果是前者，难道你不该活得像朵惊艳不俗的茶花，让他们自惭形秽吗？
0,OOOOOOOOOOOOOOOOOOOO,月亮像会意了一般，也静静地在一旁守候着。
0,OOOOOOOOOOOOOOOOOOOOOO,像是水袋裂开了口儿，各种各样的手术纷至沓来。
1,OOOOOOOOOOOOOOOOOOOOOOvvOOOOOttttOOOOOOOOOO,但他执著的忠心，他以死报君思想，用生命对抗像流水一样腐朽的黑暗势力的决心象山一样屹立。
